,address_value,first_block_time,first_block_height,last_block_time,last_block_height,life_time
0,1GJRTp9YRKFEvzZCTSaRAzrHskFjEwsZy,2015-01-14 02:03:53,338846,2015-04-05 23:09:29,350899,81 days 21:05:36.000000000
1,1BHTbpKBy9dVTQ8hhqRor5ADGNXT64dir7,2015-01-15 05:54:09,339018,2015-02-10 22:29:54,342913,26 days 16:35:45.000000000
2,1B3eDH6zvrw6mpPb5oG2w1ue5HMdhmVhoN,2015-01-15 15:35:43,339069,2015-04-14 18:39:50,352137,89 days 03:04:07.000000000
3,14jgWcZ9RPtvx7DYmw8BG1pUKq8CRHdRuo,2015-01-15 16:36:08,339078,2015-04-09 20:27:36,351431,84 days 03:51:28.000000000
4,1HG9HvmwbS31VEPB8HuXzZRuLRkCHbm7om,2015-01-15 18:07:14,339085,2015-02-25 08:01:10,345053,40 days 13:53:56.000000000
5,1KSBdCHjmppmQQAMweV1rGXbQF3VS6u4ZC,2015-01-15 23:38:57,339129,2015-04-05 23:09:29,350899,79 days 23:30:32.000000000
6,1KjGyd1iPPZ4rDJf1qLmd8mjemfVuP497y,2015-01-16 06:00:55,339171,2015-04-05 18:02:14,350867,79 days 12:01:19.000000000
7,1PTrDBfbgjaSvbmdPpECoeiupDQpDiJLSv,2015-01-16 15:12:36,339215,2015-04-07 19:51:05,351164,81 days 04:38:29.000000000
8,1J1hiDiYge9XLFXVw1agXjk4vCaD9ygjtJ,2015-01-16 18:48:41,339239,2015-02-25 08:01:10,345053,39 days 13:12:29.000000000
9,16wVsJkn9Vy3HcPAffhHETRQHt8Am9LYx7,2015-01-16 20:06:24,339246,2015-05-07 15:12:02,355383,110 days 19:05:38.000000000
10,1J41i2RhUjyR54jrMXBEWjzme3AXe8L2gx,2015-01-16 23:28:24,339270,2015-04-20 18:34:23,352964,93 days 19:05:59.000000000
11,1EckF5TPuGV14u2pZHVKYDNyCF92rYQbq7,2015-01-17 03:51:32,339292,2015-04-05 19:34:52,350877,78 days 15:43:20.000000000
12,194NfYLdEywj4zNUtnF5DHrMJbMBg8mbyd,2015-01-17 05:35:41,339302,2015-01-22 21:15:11,340098,5 days 15:39:30.000000000
13,1BECRQqGoazr3sNrYKgYZ6v4phHhNi7sMZ,2015-01-17 17:46:23,339369,2015-04-07 19:51:05,351164,80 days 02:04:42.000000000
14,1iHbsSFWuNb4wQzw8Ldn2jHPWpSdDuAcA,2015-01-18 04:39:40,339434,2015-04-07 19:51:05,351164,79 days 15:11:25.000000000
15,1Ja23BxhkG1Luf51uR5BJAReFNoSXcytK7,2015-01-18 17:04:55,339512,2015-04-05 16:00:12,350853,76 days 22:55:17.000000000
16,1PCKWAhNrXYZh1hkmsccosUh1wqN5vz5T7,2015-01-19 07:30:12,339611,2015-04-06 06:55:34,350945,76 days 23:25:22.000000000
17,1BHEcuGdA4UZefPwqSjdLoyZqxTSFXhEZJ,2015-01-19 14:34:30,339657,2015-04-05 16:00:12,350853,76 days 01:25:42.000000000
18,1JeegbHxDxCkutfzrUPhDkKNupSiV5SVDY,2015-01-19 16:32:01,339668,2015-04-08 20:07:51,351287,79 days 03:35:50.000000000
19,1LYsXm1dF9JeMi29n361yMH31yzXPneEhS,2015-01-19 17:02:28,339671,2015-04-08 20:07:51,351287,79 days 03:05:23.000000000
20,1PouaPHLXZDorrYYWze9aQyCApYnvQLVPm,2015-01-19 17:41:36,339673,2015-04-07 19:52:22,351163,78 days 02:10:46.000000000
21,1CfZYZXYZ8fzxZRxhq3eFzJK3rqNz5Rzev,2015-01-19 18:18:20,339676,2015-04-07 19:51:05,351164,78 days 01:32:45.000000000
22,1diDRBNkhFQpsPqmjSjikMAUq7jkHqHYh,2015-01-19 20:12:46,339690,2015-04-05 16:52:26,350862,75 days 20:39:40.000000000
23,13VHA8j5HgTYS3bUDAx7EjVz4ms2dLgqWV,2015-01-19 20:35:21,339693,2015-04-05 16:52:26,350862,75 days 20:17:05.000000000
24,15HoDEomYCYxjpmCKFv43T83kPfvBR9FdD,2015-01-19 21:38:06,339695,2015-04-06 06:55:34,350945,76 days 09:17:28.000000000
25,1KRtMtjzUtmYVkrdfASsK99Y42ayPNkfgP,2015-01-19 22:11:00,339697,2015-01-23 22:26:50,340225,4 days 00:15:50.000000000
26,1CXywUSjYMGY9773bejPj3rGbSJU7dbij6,2015-01-19 22:40:07,339699,2015-04-09 20:27:36,351431,79 days 21:47:29.000000000
27,1BVC3wzAiFBcENmbUXxGESgqRQwVLUHoAq,2015-01-20 05:50:53,339731,2015-04-06 06:55:34,350945,76 days 01:04:41.000000000
28,18sG9nRALYujXp5jBu5DCjtd96oEwmnSuU,2015-01-20 07:03:17,339737,2015-04-06 06:55:34,350945,75 days 23:52:17.000000000
29,1JX77xDWoTtrmdjnW6ggckdUhtosjVpR37,2015-01-20 13:02:00,339774,2015-04-05 23:09:29,350899,75 days 10:07:29.000000000
30,1Mr2cMvUKUPQVd5FPQqbAwMBxwsUULrAKt,2015-01-20 13:54:28,339777,2015-04-16 21:07:49,352410,86 days 07:13:21.000000000
31,1Deh64216J9EibUfJNSEudiBZaJsZVRwJT,2015-01-20 16:11:29,339785,2015-02-20 09:33:59,344357,30 days 17:22:30.000000000
32,1Q9oaPtK2JBiDPMqdBuFs5JCjY9kWXStDx,2015-01-20 17:03:55,339792,2015-04-05 16:00:12,350853,74 days 22:56:17.000000000
33,13dtKpt3YFAG199oZDBVV2d5CJQfE4SWaV,2015-01-20 19:42:48,339800,2015-04-20 18:34:23,352964,89 days 22:51:35.000000000
34,1L2EYbgaZ3zCibXu9QKr11FPiU1x7xASoq,2015-01-20 21:49:30,339816,2015-03-22 06:08:45,348652,60 days 08:19:15.000000000
35,16dT9tDACGSaZzkF5oh8ppuBP9zBFQW1yf,2015-01-20 22:55:57,339821,2015-02-25 08:01:10,345053,35 days 09:05:13.000000000
36,1CP1jq8GG6Z2t5TdwhETLHFPNCZCp1G9ni,2015-01-21 04:38:34,339845,2015-04-07 19:51:05,351164,76 days 15:12:31.000000000
37,1BWH3xNsbXtgW6GAPRq5HvmG2TAN8Crex,2015-01-21 05:02:57,339848,2015-04-07 19:52:22,351163,76 days 14:49:25.000000000
38,15FyNgSrBsQHTtA8HBvCv5jnEmPdArNc2W,2015-01-21 09:50:59,339875,2015-03-05 21:22:09,346318,43 days 11:31:10.000000000
39,1ByXvrGvikXCiX1qzNuRvMi6xoX2GNz9Kt,2015-01-21 13:04:57,339892,2015-04-09 20:27:36,351431,78 days 07:22:39.000000000
