,address_value,first_block_time,first_block_height,last_block_time,last_block_height,life_time
0,16yd1Wj2NZa2uLZ6W4UDCDJ2Ttw92uFaT7,2014-05-06 16:36:52,299406,2014-05-26 09:26:33,302694,19 days 16:49:41.000000000
1,1LPJ43XTMNRbuFn45obhnHkSsgSy1NyryH,2014-05-15 13:53:32,300863,2014-12-12 17:49:00,334031,211 days 03:55:28.000000000
2,1GkBo7k4b1k7ehPYYqiY9jhGXPNCKtyEGi,2014-06-20 15:16:56,306838,2014-06-28 11:22:03,308278,7 days 20:05:07.000000000
3,16DFN7B7Lqk8JWFGuDwnFz2rDUfAMChvMw,2014-06-25 21:15:16,307811,2014-06-28 11:22:03,308278,2 days 14:06:47.000000000
4,1ASm3RVYjjpLmMTECCkoy8yLmUN9rmE9aS,2014-06-28 19:17:38,308345,2014-12-05 22:20:29,333053,160 days 03:02:51.000000000
5,17JmFhoJhFKinrKm6XK3LgSmuzfzWyE6gi,2014-07-06 12:22:49,309471,2014-07-23 15:00:02,312128,17 days 02:37:13.000000000
6,133GZ124H3fLdhwjCvPwXigQiSoracR3Ap,2014-07-16 23:32:17,311064,2014-07-23 17:57:30,312142,6 days 18:25:13.000000000
7,16BfJ8fowTnBvzDx7VEhUtgjwWcraA7pJX,2014-10-15 10:27:24,325418,2014-11-18 20:42:10,330623,34 days 10:14:46.000000000
8,1Afbm4xyWe325BL7nPg97bj9sBvT8YSCq9,2014-10-16 12:36:01,325577,2014-11-18 20:42:10,330623,33 days 08:06:09.000000000
9,1PjinGLrYNXwDkBbqdYMzbKLcMx5epvqQF,2014-10-20 08:54:52,326146,2014-11-18 20:42:10,330623,29 days 11:47:18.000000000
10,1GEuJShGnBujDjwHTGzrULRvEdjqZ5DLxi,2014-10-21 15:54:07,326321,2014-11-18 20:42:10,330623,28 days 04:48:03.000000000
11,1Nt9thZxikriJJ2zGtRLe9E9Cz9hvr4Ehz,2014-10-21 19:45:36,326340,2014-11-18 20:42:10,330623,28 days 00:56:34.000000000
12,1BWV6sX8geXJ7MBzmvc8KiGHB6QNkonc19,2014-10-29 20:19:56,327552,2014-11-18 20:42:10,330623,20 days 00:22:14.000000000
13,1MCkwQo2U9aBiFFTSizn84BUiLw5nGTQ4j,2014-11-14 13:11:22,329978,2014-11-18 20:42:10,330623,4 days 07:30:48.000000000
14,12xt1vvQ5pjWqg11qWiMqHaid7ydC3ksyP,2014-11-26 15:33:59,331713,2014-12-05 22:20:29,333053,9 days 06:46:30.000000000
15,1KtBx2Na8a7Cy48CAMTuAD93j7CeSuttYv,2014-12-03 05:51:16,332667,2014-12-05 22:20:29,333053,2 days 16:29:13.000000000
16,1C9wjqtrCyHCpLqS1fovwZtJV15hyjJKJL,2014-12-03 16:46:42,332713,2014-12-05 22:20:29,333053,2 days 05:33:47.000000000
17,1Lcb3ZgssztgExmFJJrPiXux2SVo2hBT1L,2014-12-05 18:02:44,333026,2014-12-05 22:20:29,333053,0 days 04:17:45.000000000
