,address_value,first_block_time,first_block_height,last_block_time,last_block_height,life_time
25,1JwDBSR616zLGcjVt7bNjGGoDgfPhtkmmE,2015-02-09 22:22:01,342765,2015-02-10 20:44:41,342903,0 days 22:22:40.000000000
26,1GHB4aDG8BFBHgUEXm1fJGekFYEitHjW9,2015-02-10 01:18:03,342787,2015-02-16 20:25:50,343785,6 days 19:07:47.000000000
27,1G2JonZeBcfVh4p2hYcLGyTYR6QRjopP8m,2015-02-10 17:13:55,342885,2015-02-10 20:49:18,342904,0 days 03:35:23.000000000
28,1E9D7oNsCYweVqgnCjW1YZ49EbEGuenwmk,2015-02-10 17:59:37,342887,2015-02-10 20:49:18,342904,0 days 02:49:41.000000000
29,1PBVc8JL3gHdQwAas3vjZVa81FKp516ba7,2015-02-10 18:31:15,342888,2015-02-11 18:30:50,343040,0 days 23:59:35.000000000
30,11o2y5K46CErSN4S73m29tyvsMQdeQ5DC,2015-02-10 18:31:15,342888,2015-03-11 23:01:42,347230,29 days 04:30:27.000000000
31,17ywbn5UCVQ8jg9JoRYEKuKaiWSwyMQULV,2015-02-10 20:23:02,342900,2015-03-23 20:27:57,348888,41 days 00:04:55.000000000
32,1LEgtEMAUgYvQNRNvVA3bLfuaeWNUGyvPr,2015-02-10 21:22:05,342906,2015-02-14 15:32:12,343457,3 days 18:10:07.000000000
33,171ESZufMm9dr3o9vBJ8A2cwxgmVWL1Lsz,2015-02-10 21:44:15,342908,2015-02-14 15:32:12,343457,3 days 17:47:57.000000000
34,1B4t1DXMkf5m8SDRnhjcHeRwsksBRv645T,2015-02-10 23:42:17,342922,2015-02-11 12:33:11,343002,0 days 12:50:54.000000000
35,1KtNv8BpudEiH8vCvyq5tk5pT2cbV7g4P7,2015-02-11 00:22:05,342927,2015-02-11 12:33:11,343002,0 days 12:11:06.000000000
36,1FB3oBnjarepJpmEdXL4dajHoe7dYW2rqK,2015-02-11 14:37:51,343015,2015-02-12 13:43:53,343153,0 days 23:06:02.000000000
37,17nCdEgGJin7Xo2kLiUAuDd9PnjSHf66ur,2015-02-11 16:26:43,343028,2015-02-12 13:43:53,343153,0 days 21:17:10.000000000
38,149PieQh3gQqBSwZqYz6wzEubpnR7ycrKt,2015-02-12 14:15:28,343157,2015-02-19 19:51:34,344258,7 days 05:36:06.000000000
39,1HYye7aneNaX6mY8t8mwunFb5rLQ5Bumgq,2015-02-12 14:15:28,343157,2015-02-14 15:32:12,343457,2 days 01:16:44.000000000
40,18SQ1zLEnX8o49KiTd1rqRVsYAgL4GMEvF,2015-02-12 14:43:33,343160,2015-02-14 15:32:12,343457,2 days 00:48:39.000000000
41,15b4Wh9pMyTEab7JKf5TX2GbBiCt9wH3Mh,2015-02-12 15:48:55,343166,2015-02-16 20:25:50,343785,4 days 04:36:55.000000000
42,19yZVfuX4dUVZW2t5CiGpLfu5tuGgeMxXk,2015-02-12 18:05:00,343173,2015-02-14 15:32:12,343457,1 days 21:27:12.000000000
43,1AUsgG3CAof49NN3aqvrJqNdAwBiH2sEyq,2015-02-12 20:59:23,343188,2015-03-11 22:36:42,347226,27 days 01:37:19.000000000
44,1NHDZzHkMPCNC1YvZ9PP71RwRsm8tBCMFC,2015-02-14 01:43:30,343355,2015-03-23 20:27:57,348888,37 days 18:44:27.000000000
45,19djvKfU3FgGt9NGMZ67k3yGYFxx4p4bRz,2015-02-18 04:28:42,343990,2015-03-24 00:49:15,348922,33 days 20:20:33.000000000
46,1PYv9NQtNWLbGcwjLjBR8aynvdrvpztsf4,2015-02-25 00:04:14,345008,2015-03-23 20:27:57,348888,26 days 20:23:43.000000000
47,15f9Sh1i1MjwWysp6vxTkSqmi7MdvUrrqg,2015-02-25 05:22:58,345036,2015-03-24 11:39:16,349006,27 days 06:16:18.000000000
48,12UKLzcDgqMfCKVMvHTDWi5eAG7aFJsZG4,2015-03-01 17:42:34,345718,2015-03-23 20:27:57,348888,22 days 02:45:23.000000000
49,1AaEv9dGtXYgw2t4P5rtSWM5mA98k9uXFd,2015-03-01 20:41:28,345731,2015-03-03 19:45:53,346037,1 days 23:04:25.000000000
50,15WUYqKerTtxi4rUEmnakw5gRMkr3nZCQd,2015-03-05 03:20:23,346229,2015-03-23 20:27:57,348888,18 days 17:07:34.000000000
51,1CiCNBvcuvgqoPZZ6VKJoksZP2TBnrAdP6,2015-03-05 16:16:25,346283,2015-03-23 20:27:57,348888,18 days 04:11:32.000000000
52,1NTXf57NpmeoouhQHhGdiXfKkBGDb6fDSE,2015-03-12 23:03:30,347357,2015-03-15 16:59:07,347745,2 days 17:55:37.000000000
53,1As6hTsbSCfbMxkZfvh79qywFdn2rEMR8o,2015-03-12 23:49:44,347361,2015-03-15 16:59:07,347745,2 days 17:09:23.000000000
54,1GTo3kJ1VUqJFV2xq6ZQJbhCQKtVF629dK,2015-03-13 16:13:15,347457,2015-03-23 20:27:57,348888,10 days 04:14:42.000000000
55,1FdiDtSCzVSDtXHDDKwGZDicB3WRj4TMF7,2015-03-13 18:19:07,347471,2015-03-23 20:27:57,348888,10 days 02:08:50.000000000
56,19ikmgdMToMZo4YnJQv1hk1gRhj7SJttqY,2015-03-13 18:52:54,347474,2015-03-24 00:49:15,348922,10 days 05:56:21.000000000
57,14Jz3D1tbStieWSFTMtyEcuDCxyauboqxJ,2015-03-16 17:42:41,347882,2015-03-23 20:27:57,348888,7 days 02:45:16.000000000
58,1AeGGXj6j7F97eKHnS11MS2F7m3D28V98X,2015-03-16 20:38:56,347897,2015-03-23 20:27:57,348888,6 days 23:49:01.000000000
59,1H6PAj4PhpTmmbLqZS9usJQYNpEqbwCMYN,2015-03-17 19:16:59,348030,2015-03-23 20:27:57,348888,6 days 01:10:58.000000000
60,19zq4nsds7XpT2Xza4qLdUtqQ6iVW6QByr,2015-03-18 18:10:33,348166,2015-03-24 00:49:15,348922,5 days 06:38:42.000000000
61,1AQ4Vk4w675nCrvWEErYUvugEPxmF155Lz,2015-03-25 14:10:06,349181,2015-03-25 19:46:02,349226,0 days 05:35:56.000000000
62,1CRqgCc8wGb4RWNyyJQ8Xwc6dSeJwGh8ng,2015-03-27 18:26:49,349533,2015-03-27 18:38:55,349535,0 days 00:12:06.000000000
