,address_value,first_block_time,first_block_height,last_block_time,last_block_height,life_time
0,1BA48s9Eeh77vwWiEgh5Vt29G3YJN1PRoR,2016-01-28 14:31:21,395449,2016-03-03 13:51:06,400966,34 days 23:19:45.000000000
