date,height,balance,usd
2017-05-12 12:43:33,466044,16321544,273.71128094427195
2017-05-12 18:09:22,466083,33446217,560.890985424546
2017-05-12 18:11:46,466084,49068017,822.867602872946
2017-05-12 19:10:03,466088,79108417,1326.643248368146
2017-05-12 20:24:34,466094,97337347,1632.3412742744858
2017-05-12 20:41:36,466097,114682404,1923.216804770952
2017-05-12 22:58:29,466108,115893504,1943.5268766827521
2017-05-12 23:21:10,466111,133831243,2244.341647572934
2017-05-13 02:22:55,466124,152107343,2677.030371258259
2017-05-13 02:40:01,466129,169450577,2982.2645778267006
2017-05-13 03:47:14,466141,205450577,3615.850645826701
2017-05-13 06:02:26,466151,223460807,3932.823723867691
2017-05-13 06:46:42,466155,242460807,4267.216370867691
2017-05-13 07:07:07,466157,243034958,4277.321206271254
2017-05-13 07:19:50,466159,442934958,7795.483844971254
2017-05-13 08:55:33,466173,460335158,8101.720631093854
2017-05-13 10:15:16,466181,477229644,8399.05704652777
2017-05-13 10:20:36,466184,477230644,8399.074646140773
2017-05-13 10:44:18,466186,493887360,8692.226401591679
2017-05-13 12:00:17,466193,527937360,9291.49322424168
2017-05-13 12:00:17,466193,527937360,9291.49322424168
2017-05-13 12:18:02,466195,545977360,9608.99024276168
2017-05-13 12:41:48,466196,580361565,10214.138944074344
2017-05-13 12:41:48,466196,580361565,10214.138944074344
2017-05-13 13:41:20,466200,580461565,10215.898905374344
2017-05-13 14:18:05,466203,598865457,10539.80028226814
2017-05-13 14:34:30,466205,616665457,10853.07339366814
2017-05-13 14:40:52,466206,616715457,10853.95337431814
2017-05-13 14:40:52,466206,616715457,10853.95337431814
2017-05-13 14:40:52,466206,616715457,10853.95337431814
2017-05-13 14:40:52,466206,616715457,10853.95337431814
2017-05-13 14:40:52,466206,616715457,10853.95337431814
2017-05-13 14:59:02,466208,617183571,10862.191999558023
2017-05-13 15:14:18,466211,635200051,11179.275075180263
2017-05-13 15:17:50,466212,635659945,11187.369031601285
2017-05-13 15:50:10,466216,653259945,11497.122220401285
2017-05-13 17:19:52,466223,655259945,11532.321446401284
2017-05-13 18:16:30,466231,680581381,11977.968920605552
2017-05-14 02:05:46,466287,697303882,12359.127665100767
2017-05-14 02:30:02,466289,730903882,12954.659541900766
2017-05-14 05:29:55,466308,747048635,13240.811775667506
2017-05-14 07:05:58,466319,764936519,13557.859547408598
2017-05-14 10:00:56,466332,811796519,14388.413825588597
2017-05-14 10:00:56,466332,811796519,14388.413825588597
2017-05-14 10:53:52,466338,827296570,14663.139256020911
2017-05-14 12:18:11,466350,844486570,14967.81761799091
2017-05-14 13:07:11,466353,861025895,15260.963310200887
2017-05-14 14:15:09,466364,878125895,15564.046497500885
2017-05-14 16:00:00,466382,895905446,15879.1741574917
2017-05-14 21:37:59,466423,906612926,16068.95527833094
2017-05-14 21:42:42,466424,923928266,16375.85518689136
2017-05-15 01:42:57,466449,924696787,15695.607226819156
2017-05-15 02:25:15,466453,941456687,15980.086216320355
2017-05-15 04:09:02,466471,975588287,16559.428758821155
2017-05-15 04:47:48,466476,975608287,16559.768234581155
2017-05-15 05:53:01,466485,992567087,16847.623310515555
2017-05-15 07:39:58,466503,1009524789,17135.45974923073
2017-05-15 08:25:02,466505,1027476789,17440.17319140673
2017-05-15 09:02:43,466509,1045681430,17749.17490835684
2017-05-15 09:39:27,466513,1062446390,18033.73978522532
2017-05-15 10:05:35,466515,1079874745,18329.56498818406
2017-05-15 10:21:44,466516,1113932534,18907.65467841879
2017-05-15 10:21:44,466516,1113932534,18907.65467841879
2017-05-15 10:31:53,466518,1128932534,19162.26149841879
2017-05-15 10:41:47,466520,1146768443,19465.004436572082
2017-05-15 13:47:58,466538,1165531975,19783.4926508713
2017-05-15 15:40:34,466552,1165533785,19783.52337342758
2017-05-15 16:04:42,466555,1165648299,19785.467109786612
2017-05-15 16:46:17,466560,1183090261,20081.523275078667
2017-05-15 17:40:11,466564,1201690261,20397.235731878667
2017-05-15 18:32:15,466571,1201691071,20397.249480646948
2017-05-15 18:57:01,466572,1235909777,20978.070541925277
2017-05-15 19:05:10,466573,1270909777,21572.153121925276
2017-05-15 20:35:45,466581,1271309777,21578.942637125274
2017-05-16 00:41:32,466612,1271314590,21843.74381246967
2017-05-16 01:24:16,466617,1271339840,21844.177658297922
2017-05-16 06:46:10,466654,1305339840,22428.36610029792
2017-05-16 07:58:16,466657,1342289840,23063.241480647917
2017-05-16 10:10:01,466669,1360446741,23375.21358966963
2017-05-16 10:10:01,466669,1360446741,23375.21358966963
2017-05-16 10:10:01,466669,1360446741,23375.21358966963
2017-05-16 10:10:01,466669,1360446741,23375.21358966963
2017-05-16 12:23:10,466681,1378022431,23677.199323733603
2017-05-16 21:25:41,466722,1412522431,24269.978772233604
2017-05-17 00:43:05,466741,1429753768,25766.504836031985
2017-05-17 00:43:05,466741,1429753768,25766.504836031985
2017-05-17 00:43:05,466741,1429753768,25766.504836031985
2017-05-17 04:40:29,466766,1430043768,25771.731111051984
2017-05-17 04:49:19,466769,1463388168,26372.651817179183
2017-05-17 06:11:05,466777,1497559847,26988.481445969384
2017-05-17 08:50:24,466793,1535179847,27666.455467529388
2017-05-17 10:06:17,466799,1551922347,27968.182741744386
2017-05-17 16:06:47,466844,1603291061,28893.931109977915
2017-05-17 16:06:47,466844,1603291061,28893.931109977915
2017-05-17 16:06:47,466844,1603291061,28893.931109977915
2017-05-18 03:44:43,466917,1603784593,30268.648419036956
2017-05-18 09:59:33,466951,1603790593,30268.76165861496
2017-05-18 15:36:37,466991,1605112660,30293.713376809577
2017-05-19 04:02:23,467056,1605122660,31590.4591995265
2017-05-19 04:54:06,467064,1636736887,32212.659591469175
2017-05-19 10:08:21,467098,1652838718,32529.560129925947
2017-05-19 18:35:56,467159,1686838718,33198.71497992595
2017-05-23 12:51:24,467747,1700838817,38974.33880282118
2017-05-29 12:15:37,468693,1714481917,39259.4070728079
2017-06-06 06:57:19,470006,1725226297,50274.517606275025
2017-06-13 08:58:47,471064,1736226297,47554.04548736396
2017-06-16 04:41:08,471479,1736279210,43894.91811499025
2017-06-16 07:02:21,471499,1748579210,44205.874722490254
2017-06-27 12:31:58,473097,1751853676,45428.543969929204
2017-06-28 10:57:56,473233,1755473261,45371.326422485516
2017-07-01 15:00:16,473696,1755523037,43189.377756274
2017-07-24 14:08:57,477360,1777113037,49386.74967374021
2017-08-03 04:28:20,478795,903851401,25437.644039251813
2017-08-03 04:41:34,478796,0,0.0
2017-09-15 06:57:33,485346,9600000,353.9424
2017-09-18 04:56:09,485844,119658268,4866.5944947176995
2017-09-28 13:57:27,487355,121658268,5091.754366233899
2017-09-28 15:23:21,487366,128658268,5384.7248412338995
2017-10-02 15:24:08,487955,135459447,5965.766118840826
2017-10-03 12:15:15,488116,135575699,5856.9922149291
2018-01-31 12:45:46,506959,138351522,14065.516200275884
2018-05-18 21:47:57,523301,141984336,11700.538672836
2018-05-23 02:36:56,523934,147712996,11082.254380141649
2018-05-25 02:04:11,524250,150099740,11198.481995996119
2018-06-04 02:58:55,525863,150100740,11243.431020366
2018-07-10 00:23:57,531254,150244728,9469.158957727199
