,address_value,first_block_time,first_block_height,last_block_time,last_block_height,life_time
0,1LGnuv6KX9SXB8eM72dnBAcECeaC8Z2zje,2014-06-02 13:57:28,303829,2014-09-02 13:38:39,318755,91 days 23:41:11.000000000
1,16eZtpz1fWaQcY3zenXZcVPqjNmrBnCc8x,2014-08-22 17:25:19,316984,2014-09-02 08:57:38,318721,10 days 15:32:19.000000000
2,12yj6kGQJFjzD17x7S5pfU4VqgF2e8mugu,2014-08-23 14:41:50,317124,2014-10-09 13:24:27,324542,46 days 22:42:37.000000000
3,1MyhRLoPBjacQ9h1c27oYHjDSdzDkEXjis,2014-09-11 14:20:08,320155,2014-10-09 13:24:27,324542,27 days 23:04:19.000000000
