,address_value,first_block_time,first_block_height,last_block_time,last_block_height,life_time
36,1KF5VSK9PB1tcS5aH6TcwnvgL2C9nbYmNS,2014-10-24 16:45:09,326797,2014-10-24 19:01:21,326814,0 days 02:16:12.000000000
37,12uVUzTrvUr8ACfSt57UstYU1E1edeEfnM,2014-10-24 16:45:09,326797,2014-10-30 14:12:42,327684,5 days 21:27:33.000000000
38,1B8mUXmLedyP13FcdTxtQCNwWjsYGt1uJX,2014-10-24 17:21:53,326802,2014-10-24 19:01:21,326814,0 days 01:39:28.000000000
39,1MKwudaRV65RKNANrUS7mXTtMA5ndVTzHB,2014-10-24 17:31:08,326803,2014-10-24 19:01:21,326814,0 days 01:30:13.000000000
40,1DPMLWTaeGJK49fifnXxHdhH3ZysD7NEQJ,2014-10-24 19:29:51,326815,2014-10-30 14:12:42,327684,5 days 18:42:51.000000000
41,1oou9466fDJMbCzxvJHg4P9hLZhXHCL9U,2014-10-24 20:45:04,326825,2014-10-30 14:12:42,327684,5 days 17:27:38.000000000
42,1BEJ3snGoxpU9w8AFRri5atZKpEgBaRXix,2014-10-25 01:29:56,326851,2014-10-30 14:12:42,327684,5 days 12:42:46.000000000
43,1GgrEVQuApfSvCxmWX2nf9j2VzgHYppF2w,2014-10-25 15:28:23,326940,2014-10-30 11:32:05,327657,4 days 20:03:42.000000000
44,13HdV3Q194BSS1K63eJNTamebLAbCnf88N,2014-10-25 20:11:44,326977,2014-11-14 07:28:16,329939,19 days 11:16:32.000000000
45,1BFFiqLbx6R4xDbHR5QzMrApZxftbx4BiH,2014-10-25 21:43:59,326986,2014-10-30 11:32:05,327657,4 days 13:48:06.000000000
46,1H5zBE7QfzJ7H41ZugLZnsR9XLwvx6SLqJ,2014-10-26 03:00:54,327021,2014-11-05 19:32:44,328705,10 days 16:31:50.000000000
47,1khczH9rmrcjiRX8fmJ9ubuguFiQtx4Te,2014-10-26 03:00:54,327021,2014-11-27 18:41:00,331862,32 days 15:40:06.000000000
48,1KduEzAgQF6gBkzAkpcLZwgwTzGLR3qoKZ,2014-10-27 21:40:02,327274,2014-10-30 14:12:42,327684,2 days 16:32:40.000000000
49,14A7KqiaojHxsssUd9imPBGJagMKmoYQaT,2014-10-27 22:24:56,327275,2014-11-20 15:35:30,330862,23 days 17:10:34.000000000
50,15snYh3tZN4rXmLbpHmBpZjyoi8rp39Vwi,2014-10-28 01:57:01,327299,2014-11-05 23:33:36,328720,8 days 21:36:35.000000000
51,14LFGyMeEro5NV9ebuHMv65mfxQBD5uswv,2014-10-28 14:55:00,327367,2014-10-30 14:12:42,327684,1 days 23:17:42.000000000
52,1H1cr3z3KUSUr4bns5RrcwSA54dhVGQFWq,2014-10-28 19:28:18,327403,2014-10-30 14:12:42,327684,1 days 18:44:24.000000000
53,1CmiF4WG4dUA3SS1EndgiijBaGb9CvgTCY,2014-10-29 00:25:24,327427,2014-11-08 18:43:06,329147,10 days 18:17:42.000000000
54,1GsQKntC9P8PaDcpC53pHwPch4a5bnxQeu,2014-10-29 00:38:35,327428,2014-10-30 12:53:56,327672,1 days 12:15:21.000000000
55,1Fpgn3NcNk1KzjJBYWcAMMUXjm9yTMqJdc,2014-10-29 01:38:50,327432,2014-10-30 12:53:56,327672,1 days 11:15:06.000000000
56,1BG2TthoyeFSgCg8ftzzYE7u87X8rXhBLq,2014-10-29 11:26:45,327493,2014-10-30 12:53:56,327672,1 days 01:27:11.000000000
57,14YTFgrzEgEcT41HWHTg2vVD5mppbHdnE6,2014-10-29 18:39:02,327537,2014-10-30 14:12:42,327684,0 days 19:33:40.000000000
58,13vAdfq7PRrgpUbEPF3z12EX3QjWZJCauG,2014-10-29 19:17:23,327540,2014-10-30 12:53:56,327672,0 days 17:36:33.000000000
59,18TPQqkxvgXadMUYHwdyeQyVUfikcJMy5W,2014-10-30 00:10:14,327581,2014-10-30 12:53:56,327672,0 days 12:43:42.000000000
60,195cqjuK9pqh4d7d6CPsevDvqmHnRQqJZ5,2014-10-30 01:35:05,327592,2014-10-30 12:53:56,327672,0 days 11:18:51.000000000
61,1CJ2ive4KLE36bNpzEuLvzu6eS6g7g9su9,2014-10-30 23:36:12,327747,2014-10-31 00:29:50,327752,0 days 00:53:38.000000000
62,1E6vPzGw9tKxeBMdDQVqxsBa1vwcHwTcvp,2014-11-01 00:42:15,327943,2014-11-05 19:32:44,328705,4 days 18:50:29.000000000
63,16Szvnm6Pggq6cdAC2qj5DQitziwgv8evc,2014-11-07 23:51:52,329023,2014-11-08 18:43:06,329147,0 days 18:51:14.000000000
64,14mC4ZwgFzxWmByxLMz31yZe3NGEKCkjqa,2014-11-11 23:25:13,329603,2014-11-11 23:36:59,329604,0 days 00:11:46.000000000
65,19DTaihoMAnGB9BKsDNtRbTu6jWDESHkNV,2014-11-13 19:05:53,329869,2014-11-14 13:39:55,329980,0 days 18:34:02.000000000
66,1CUSN22UQhFRQFpbAJ8dENUCKB97QeneHU,2014-11-20 19:49:50,330892,2014-11-23 10:38:42,331257,2 days 14:48:52.000000000
