date,height,balance,usd
2014-02-28 06:24:29,288231,45000000,244.76692500000001
2014-02-28 08:24:39,288246,90000,0.48953385
2014-03-02 03:42:33,288534,90090000,504.77832405
2014-03-02 06:47:33,288553,180000,1.0085480999999998
2014-03-03 15:16:27,288750,90180000,596.2002705
2014-03-03 18:37:13,288770,270000,1.78503075
2014-03-04 02:09:17,288814,90270000,599.0299145999999
2014-03-04 03:41:06,288828,260000,1.7253547999999999
2014-03-08 14:31:49,289544,90260000,555.315624
2014-03-08 16:27:18,289563,91160000,560.852784
2014-03-08 16:27:18,289563,91160000,560.852784
2014-03-08 20:18:26,289585,1150000,7.07526
2014-03-11 14:37:42,290046,91150000,573.29184445
2014-03-11 15:36:29,290056,140000,0.88053602
2014-03-13 23:23:28,290450,83140000,530.570381
2014-03-14 07:09:30,290493,130000,0.81471871
2014-03-15 00:36:50,290591,83130000,526.7658807600001
2014-03-15 08:25:59,290653,120000,0.76039824
2014-03-15 21:30:36,290740,83120000,526.70251424
2014-03-15 22:25:11,290746,110000,0.69703172
2014-03-16 02:16:42,290767,83110000,524.1886493699999
2014-03-16 09:29:41,290818,100000,0.6307166999999999
2014-03-17 02:10:20,290936,83100000,516.2358975
2014-03-17 10:09:52,291002,90000,0.55910025
2014-03-18 01:49:23,291099,83090000,509.86641334999996
2014-03-18 10:37:56,291152,80000,0.4909052
2014-03-19 16:31:17,291351,83080000,505.80408356
2014-03-19 17:49:56,291356,166080000,1011.12111456
2014-03-19 18:56:10,291360,70000,0.42617098999999997
2014-03-19 19:14:51,291361,154865198,942.843639260086
2014-03-19 20:41:23,291372,155198,0.9448697900859999
2014-03-20 15:12:42,291502,83155198,487.77990963780394
2014-03-20 15:27:29,291503,145198,0.851716657804
2014-03-20 19:10:47,291534,83145198,487.721250657804
2014-03-20 22:24:18,291553,135198,0.7930576778039999
2014-03-20 23:46:13,291565,83145198,487.721250657804
2014-03-21 08:12:23,291623,135198,0.77167030059
2014-03-22 04:01:04,291780,90135198,508.74243657957004
2014-03-22 11:53:37,291838,90125198,508.68599442957003
2014-03-22 11:53:37,291838,90125198,508.68599442957003
2014-03-23 23:30:36,292136,186125198,1044.820127229732
2014-03-24 06:07:47,292174,282115196,1653.961837662728
2014-03-24 11:52:51,292221,378715196,2220.300396462728
2014-03-24 11:52:51,292221,378715196,2220.300396462728
2014-03-24 13:01:11,292235,461715196,2706.905990462728
2014-03-24 16:57:59,292273,550525142,3227.5736594559557
2014-03-24 21:23:17,292304,646525142,3790.3945874559563
2014-03-25 05:02:40,292358,742525142,4323.576881887884
2014-03-25 18:37:12,292437,927545142,5400.911707927884
2014-03-25 18:37:12,292437,927545142,5400.911707927884
2014-03-26 18:17:08,292595,577535142,3344.3454525525235
2014-03-26 19:06:08,292605,191525142,1109.0688533325238
2014-03-26 19:05:20,292606,515142,2.983044112524
2014-03-26 19:15:24,292608,180515142,1045.313004112524
2014-03-26 20:29:33,292616,270515142,1566.477984112524
2014-03-27 01:01:38,292647,450515142,2154.18095041149
2014-03-27 03:40:05,292665,540515142,2584.52450041149
2014-03-28 01:08:40,292818,649515142,3263.423229949658
2014-03-28 14:00:35,292918,758515142,3811.0827209496583
2014-03-28 22:27:10,292975,858515142,4313.522620949659
2014-03-28 23:53:31,292986,1075515142,5403.8172039496585
2014-03-29 23:09:44,293151,1184515142,5841.795330861026
2014-03-30 06:33:35,293193,1294495142,5978.87823987969
2014-03-31 01:03:44,293312,1408495142,6457.910788206024
2014-03-31 11:40:23,293386,1398485142,6412.015218486024
2014-03-31 11:58:20,293388,1408385142,6457.406441286024
2014-04-01 06:52:47,293540,1524385142,7297.480149532146
2014-04-02 10:51:06,293726,1220375142,5339.3243025213
2014-04-02 15:10:36,293772,620365142,2714.1905510213
2014-04-02 15:42:03,293779,345142,1.5100480213
2014-04-23 18:04:42,297351,35142,0.171117538014
2014-08-15 12:01:32,315739,45142,0.224182575288
