,address_value,first_block_time,first_block_height,last_block_time,last_block_height,life_time
0,1GQrKXwqYBEe491VyQgjB98Jw3oMfLnJVQ,2015-05-27 22:52:16,358302,2015-06-30 21:54:39,363248,33 days 23:02:23.000000000
1,1Ascjt9LhMkSMksc1iEeTPAEQbKXF2VkmX,2015-05-27 23:21:37,358306,2015-06-26 19:47:36,362685,29 days 20:25:59.000000000
2,1AoA4Y9A7MRHaskurka7vApaPigeydihnE,2015-05-27 23:37:29,358310,2015-06-20 09:46:09,361746,23 days 10:08:40.000000000
3,18RXbKdZ94DuParzZWUNzxJby5frmmRYHJ,2015-05-28 00:41:20,358314,2015-06-26 19:47:36,362685,29 days 19:06:16.000000000
4,1HQEQC2h6Jc7ZbTGSh2cYKTSwTTai3UmMZ,2015-05-28 04:38:26,358332,2015-07-11 20:47:24,364899,44 days 16:08:58.000000000
5,1Cz9gR6mLpX4FArjrZ2sFZKzWagj3uHH2Q,2015-05-28 07:33:27,358349,2015-06-26 19:47:36,362685,29 days 12:14:09.000000000
6,1JRuAGNVc1jYRZftidM2aJFCEpqb8ToeCp,2015-05-28 09:35:06,358361,2015-06-26 19:47:36,362685,29 days 10:12:30.000000000
7,1EisTZVhjrXD5cKWXWYhJsA3SWG946RovX,2015-05-28 12:38:32,358376,2015-07-15 21:43:34,365484,48 days 09:05:02.000000000
8,1ChgSncYJawEWE2jbDEQmLsgfeq6NpkWVi,2015-05-28 14:17:45,358384,2015-06-20 09:46:09,361746,22 days 19:28:24.000000000
9,12sGbq5gqBaUSXQdrxK2VZA39xBR2hDiWj,2015-05-28 14:29:06,358385,2015-06-09 17:44:16,360182,12 days 03:15:10.000000000
10,1EEy6feCfDKegYsqLjZrrJi8BCGn43sYys,2015-05-28 17:07:59,358404,2015-06-26 19:47:36,362685,29 days 02:39:37.000000000
11,12LE1yNak3ZuNTLa95KYR2CQSKb6rZnELb,2015-05-28 18:58:49,358413,2015-06-26 19:47:36,362685,29 days 00:48:47.000000000
12,1MQRtPpbJxA54vHkToR9iW5xRKKVpjS4fz,2015-05-28 18:58:49,358413,2015-06-26 19:47:36,362685,29 days 00:48:47.000000000
13,14YdpFefw34QeT3SrBpuJi2gn8fuLesJyV,2015-05-28 22:24:47,358433,2015-06-12 17:20:34,360626,14 days 18:55:47.000000000
14,1DH46vQzSwW2aj2TdxntzzJwiZabrY1HkA,2015-05-28 22:50:00,358434,2015-06-26 19:47:36,362685,28 days 20:57:36.000000000
15,1PtZMuUiPmxUujFAnmpwQZy7Nfh9wrSx8M,2015-05-29 01:46:15,358458,2015-06-20 09:46:09,361746,22 days 07:59:54.000000000
16,1EQat7jdqnth1jfRmMdHdFpdn8HDtza4Jw,2015-05-29 07:40:32,358502,2015-06-30 22:24:34,363254,32 days 14:44:02.000000000
17,17yCu37PJ77a9am4nM177W6XREEXs1GG9A,2015-05-29 11:22:57,358523,2015-06-26 19:47:36,362685,28 days 08:24:39.000000000
18,1KZbxeYHKsvMXuFL9tSiFA7D2iZcnzLq1j,2015-05-29 14:23:53,358538,2015-06-26 19:47:36,362685,28 days 05:23:43.000000000
19,1BhALXMibQ7rjf7PB8Bqvpfrb54bTtq3H9,2015-05-29 15:52:32,358549,2015-07-07 12:41:24,364247,38 days 20:48:52.000000000
20,1P82XcHGPtG7BtCF1QBC3d5rVAHzxgvMv5,2015-05-29 19:51:19,358579,2015-06-30 21:54:39,363248,32 days 02:03:20.000000000
21,1DuAuNFNDsuWkB9JQPecbc5hmVjZrfLbTh,2015-05-29 22:28:49,358591,2015-06-12 17:20:34,360626,13 days 18:51:45.000000000
22,1GJJ3DFD3Wak8jT8F7qRPqqcVfWxMWbhPA,2015-05-29 22:28:49,358591,2015-06-26 19:47:36,362685,27 days 21:18:47.000000000
23,1HgvfCHXQ9KeX7QLDzLkfviVnhG57j5o3Z,2015-05-30 20:40:31,358703,2015-06-30 21:54:39,363248,31 days 01:14:08.000000000
24,1Bh8eyzNmVmXLv3ZeybHtPr8aU59RcNDaQ,2015-05-31 00:56:02,358737,2015-06-26 19:47:36,362685,26 days 18:51:34.000000000
25,1Q8UYTUcwa5SqoG6MFUB43D5NzsMnqFDas,2015-05-31 03:25:41,358753,2015-06-26 19:47:36,362685,26 days 16:21:55.000000000
26,1FG1EnL7v9ho46CUNaRDnvyWR9bWuZCSPY,2015-05-31 16:49:55,358826,2015-06-20 09:46:09,361746,19 days 16:56:14.000000000
27,1NsfxxsWh7q7T6SFj5DJkJZPcvuK6jtwDJ,2015-05-31 23:26:31,358878,2015-07-07 12:41:24,364247,36 days 13:14:53.000000000
28,1EDQyWw94pf8ifG6v5y28GcB6MqEephC6Q,2015-06-01 07:04:09,358916,2015-06-20 09:46:09,361746,19 days 02:42:00.000000000
29,1CbF2wfczw8fzc7ieVx8UuwSD3gwTnxgkp,2015-06-01 15:44:41,358971,2015-06-20 09:46:09,361746,18 days 18:01:28.000000000
30,1GgaA6C5KwwnWhc5heBSq8bpv3zRHWrYjX,2015-06-01 16:04:08,358972,2015-06-30 21:54:39,363248,29 days 05:50:31.000000000
31,15Xxr4MiGuHuvKtSX9sWgFUsHXQshPDQ1m,2015-06-01 18:36:45,358982,2015-07-15 21:43:34,365484,44 days 03:06:49.000000000
32,1DfiNUgQDwGpSEnEPiFze4LvDNhq49Eatv,2015-06-01 18:36:45,358982,2015-07-20 22:06:00,366219,49 days 03:29:15.000000000
33,1QUvn69woNALASs8jVVhHzbfBke3BpuD2,2015-06-01 20:03:46,358989,2015-06-12 17:20:34,360626,10 days 21:16:48.000000000
34,1KhN785yEf6tUQvfupqiGHjpis9pZQfCAK,2015-06-01 21:30:01,358998,2015-06-26 19:47:36,362685,24 days 22:17:35.000000000
35,16Z6sidfLrfNoxJNu4qM5zhRttJEUD3XoB,2015-06-01 23:31:08,359007,2015-07-20 22:06:00,366219,48 days 22:34:52.000000000
36,1BEsYnzhKGCo9v2hgo1Jgh83NgRpPdiDPq,2015-06-02 03:35:11,359025,2015-06-20 09:46:09,361746,18 days 06:10:58.000000000
37,1F9P9JBrogB8Rtfxe4MfqyhzQrW7GXagMK,2015-06-02 11:10:15,359080,2015-06-20 09:46:09,361746,17 days 22:35:54.000000000
38,13zowcjWiCwvJ9cS9BVzAETWeGReymkVKy,2015-06-02 12:19:47,359086,2015-07-07 12:41:24,364247,35 days 00:21:37.000000000
39,1Kx11YZFHpX69Xh6kbwudBTXaxcVpmrxnU,2015-06-02 13:18:32,359093,2015-06-26 19:47:36,362685,24 days 06:29:04.000000000
40,1JnkX7S242DHbCW1yLFMYDdSZ9HA1H6ZMD,2015-06-02 13:34:48,359095,2015-06-26 19:47:36,362685,24 days 06:12:48.000000000
41,1McuaaWZ8NEHvzPa2NtC269vbWbBUbGx4i,2015-06-02 15:03:00,359103,2015-06-26 19:47:36,362685,24 days 04:44:36.000000000
