date,height,balance,usd
2015-05-27 22:52:16,358302,213000000,505.20341099999996
2015-05-27 23:21:37,358306,426000000,1010.4068219999999
2015-05-27 23:37:29,358310,639000000,1515.6102329999999
2015-05-28 00:41:20,358314,848266312,2014.3915833673918
2015-05-28 02:46:10,358325,853405493,2026.595678714988
2015-05-28 04:38:26,358332,1066405493,2532.410186714988
2015-05-28 07:33:27,358349,1279405493,3038.224694714988
2015-05-28 09:35:06,358361,1492405493,3544.039202714988
2015-05-28 12:38:32,358376,1705405493,4049.8537107149878
2015-05-28 14:17:45,358384,1918405493,4555.668218714987
2015-05-28 14:29:06,358385,2131405493,5061.4827267149885
2015-05-28 17:07:59,358404,2344405493,5567.297234714988
2015-05-28 17:29:21,358405,2557405493,6073.1117427149875
2015-05-28 18:58:49,358413,3167189834,7521.176373837144
2015-05-28 18:58:49,358413,3167189834,7521.176373837144
2015-05-28 18:58:49,358413,3167189834,7521.176373837144
2015-05-28 22:24:47,358433,3377585934,8020.807358844743
2015-05-28 22:50:00,358434,3590585934,8526.621866844744
2015-05-29 00:02:40,358443,3800132893,9010.301295814756
2015-05-29 00:24:29,358446,4013132893,9515.334732814757
2015-05-29 01:46:15,358458,4226132893,10020.368169814756
2015-05-29 07:40:32,358502,4440132893,10527.772655814755
2015-05-29 08:33:25,358510,4653132893,11032.806092814757
2015-05-29 11:22:57,358523,4709916693,11167.443265020956
2015-05-29 12:52:14,358530,4867661200,11541.463220598798
2015-05-29 14:23:53,358538,5064121200,12007.2795071388
2015-05-29 15:16:16,358542,5237521200,12418.419403738799
2015-05-29 15:45:40,358548,5265574889,12484.93607498856
2015-05-29 15:52:32,358549,5478574889,12989.96951198856
2015-05-29 19:51:19,358579,6117674889,14505.30692788856
2015-05-29 19:51:19,358579,6117674889,14505.30692788856
2015-05-29 19:51:19,358579,6117674889,14505.30692788856
2015-05-29 19:59:29,358581,6330674889,15010.34036488856
2015-05-29 22:28:49,358591,6756674889,16020.40723888856
2015-05-29 22:28:49,358591,6756674889,16020.40723888856
2015-05-30 03:55:31,358613,6969674889,16259.82636586877
2015-05-30 07:17:53,358629,7183174889,16757.90884236877
2015-05-30 15:42:44,358676,7400174889,17264.15660536877
2015-05-30 20:40:31,358703,7617306023,17770.710295991597
2015-05-31 00:11:02,358733,7834306023,18018.841178451818
2015-05-31 00:56:02,358737,8051306023,18517.939442451814
2015-05-31 03:25:41,358753,8268306023,19017.037706451814
2015-05-31 16:49:55,358826,8485306023,19516.135970451815
2015-05-31 19:10:14,358849,8701642690,20013.70857385848
2015-05-31 23:26:31,358878,8918642690,20512.80683785848
2015-06-01 07:04:09,358916,9131642690,20391.74344804134
2015-06-01 08:25:59,358924,9348642690,20876.32311004134
2015-06-01 14:33:26,358967,9565642690,21360.90277204134
2015-06-01 15:44:41,358971,9782642690,21845.48243404134
2015-06-01 16:04:08,358972,9999642690,22330.062096041343
2015-06-01 18:36:45,358982,10657486558,23799.08402785799
2015-06-01 18:36:45,358982,10657486558,23799.08402785799
2015-06-01 18:36:45,358982,10657486558,23799.08402785799
2015-06-01 19:17:08,358985,396558,0.885548117988
2015-06-01 19:17:08,358985,396558,0.885548117988
2015-06-01 20:03:46,358989,22096558,49.343514317988
2015-06-01 21:01:40,358995,218096558,487.02837031798805
2015-06-01 21:30:01,358998,435096558,971.6080323179882
